#group,false,false,true,true,false,false,true,true,true,true
#datatype,string,long,dateTime:RFC3339,dateTime:RFC3339,dateTime:RFC3339,double,string,string,string,string
#default,mean,,,,,,,,,
,result,table,_start,_stop,_time,_value,_field,_measurement,host,location
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-20T23:59:07.809218978Z,419.13,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T00:13:25.01974271Z,419.83,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T00:27:42.178235138Z,419.83,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T00:41:59.177051455Z,417.49,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T00:56:21.130715317Z,418.44,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T01:10:38.789836956Z,417.23,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T01:24:54.885658889Z,416.97,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T01:39:13.027601776Z,418.27,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T01:53:29.979098941Z,417.66,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T02:07:46.478928222Z,417.75,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T02:22:02.748181171Z,418.01,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T02:36:20.463218014Z,417.83,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T02:50:38.790313337Z,416.71,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T03:04:57.276708845Z,418.35,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T03:19:15.132615689Z,417.66,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T03:33:34.077453018Z,418.61,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T03:47:49.986060997Z,417.05,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T04:02:07.631697826Z,418.35,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T04:16:24.598490958Z,417.31,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T04:30:42.647116937Z,413.93,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T04:45:00.759814963Z,415.32,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T04:59:18.515472138Z,414.8,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T05:13:37.009045855Z,412.03,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T05:27:55.079632549Z,408.91,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T05:42:13.396258522Z,408.3,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T05:56:31.438194014Z,406.66,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T06:10:50.038595834Z,404.67,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T06:25:11.397293036Z,402.76,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T06:39:26.347488809Z,401.2,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T06:53:43.718763745Z,401.03,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T07:08:01.450852629Z,396.27,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T07:22:19.300739012Z,395.23,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T07:36:37.687901484Z,391.78,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T07:50:54.908348204Z,391.34,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T09:05:29.704527527Z,385.21,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T09:05:52.360697325Z,384.08,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T09:20:10.15311372Z,381.41,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T09:34:28.142085753Z,377.43,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T09:48:46.606759493Z,377,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T10:03:04.606296926Z,375.36,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T10:17:24.273562075Z,376.66,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T10:31:41.383099908Z,377.17,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T10:46:02.408583604Z,376.22,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T11:00:21.843031705Z,375.53,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T11:14:37.271919149Z,373.98,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T11:28:54.947931388Z,376.4,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T11:43:13.164650309Z,377.43,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T11:57:36.822161286Z,376.4,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T12:11:55.086655468Z,376.31,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T12:26:17.462283774Z,376.05,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T12:40:30.795045087Z,375.36,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T12:54:45.473822643Z,373.55,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T13:09:00.659806472Z,374.24,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T13:23:17.863107736Z,376.48,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T13:37:35.55793095Z,376.4,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T13:51:54.819787573Z,374.24,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T14:06:13.465039042Z,372.86,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T14:20:31.086485024Z,371.48,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T14:34:48.495819293Z,371.39,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T14:49:08.853105453Z,371.74,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T15:03:22.770331573Z,373.46,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T15:17:37.406393583Z,372.94,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T15:31:55.381672854Z,372.6,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T15:46:17.305048047Z,373.46,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T16:00:29.787006084Z,372.17,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T16:14:49.916129409Z,372.17,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T16:29:05.642443417Z,369.75,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T16:43:22.857890326Z,370.01,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T16:57:39.571547361Z,370.27,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T17:11:56.806679334Z,370.87,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T17:26:11.23034064Z,370.01,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T17:40:26.982185451Z,367.51,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T17:54:43.169421921Z,365.18,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T18:09:00.838113613Z,366.47,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T18:23:17.203133259Z,364.23,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T18:37:32.948958547Z,363.71,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T18:51:49.806749249Z,363.54,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T19:06:07.034231774Z,363.46,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T19:20:23.714699207Z,361.73,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T19:34:40.632363622Z,359.66,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T19:48:56.86281271Z,358.89,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T20:03:13.117416558Z,357.51,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T20:17:32.237717832Z,356.99,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T20:31:48.507307315Z,356.3,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T20:46:03.526571926Z,355.27,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T21:00:20.2587033Z,355.44,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T21:14:39.139253253Z,355.18,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T21:28:54.534640917Z,353.63,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T21:43:10.476772103Z,352.6,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T21:57:27.156857233Z,352.17,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T22:11:44.622830483Z,351.48,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T22:26:02.885543631Z,352.25,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T22:40:20.096429095Z,352.17,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T22:54:37.622228973Z,351.13,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T23:08:54.693881256Z,350.7,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T23:23:13.864171542Z,351.22,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T23:37:27.961157599Z,350.36,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-21T23:51:45.895226382Z,351.65,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-22T00:06:02.128285588Z,351.99,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-22T00:20:18.953946793Z,352.94,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-22T00:34:36.076644961Z,354.32,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-22T00:48:53.456277832Z,353.89,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-22T01:03:10.773639285Z,353.72,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-22T01:17:27.689736716Z,353.89,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-22T01:31:44.796519826Z,354.84,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-22T01:46:03.958692971Z,355.18,altitude,data_calisti,SWS-01,orto-casa
,,0,2022-01-20T10:00:00Z,2022-01-28T15:41:16.457983556Z,2022-01-22T02:00:20.234581679Z,356.47,altitude,data_calisti,SWS-01,orto-casa
